profile_id,call_source_id,call_title,source_url,relevant
p01-ai-manufacturing,HORIZON-CL4-2024-DIGITAL-EMERGING-01-04,"Industrial leadership in AI, Data and Robotics boosting competitiveness and the green transition (AI Data and Robotics Partnership) (IA)[[https://www.europarl.europa.eu/RegData/etudes/STUD/2021/662906/IPOL_STU(2021)662906_EN.pdf]]",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/45704318,
p01-ai-manufacturing,EDF-2026-LS-RA-CHALLENGE-DIGIT-AISAP-STEP,"AI-based tactical situational awareness using swarms of small robots and drones – participation in a  technological challenge""",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2026-LS-RA-CHALLENGE-DIGIT-AISAP-STEP,
p01-ai-manufacturing,HORIZON-CL3-2026-02-CS-ECCC-01,Approaches and tools for security in software and hardware development and assessment,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-02-CS-ECCC-01,
p01-ai-manufacturing,EDF-2026-LS-RA-CHALLENGE-DIGIT-AISAO,"AI-based tactical situational awareness using swarms of small robots and drones – organisation of a  technological challenge""",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2026-LS-RA-CHALLENGE-DIGIT-AISAO,
p01-ai-manufacturing,HORIZON-CL5-2026-09-D4-03,"Advanced data platforms to integrate whole life carbon in building information tools, assessments, and certification (Built4People Partnership)",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-09-D4-03,
p01-ai-manufacturing,HORIZON-CL3-2026-02-CS-ECCC-02,"Enhancing the Security, Privacy and Robustness of AI Models and Systems (SecureAI)",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-02-CS-ECCC-02,
p01-ai-manufacturing,HORIZON-CL5-2026-09-D3-03,Innovative technologies and solutions to improve wind energy systems supporting the Strategic Energy Technology (SET) Plan on wind,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-09-D3-03,
p01-ai-manufacturing,DIGITAL-2023-SKILLS-04-SEMICONDUCTORS,Reinforcing skills in semiconductors,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/46014314,
p01-ai-manufacturing,HORIZON-CL5-2026-10-D6-02,Geopolitical competition and socioeconomic resilience in CCAM: an innovation and policy roadmap for EU leadership (CCAM Partnership),https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-10-D6-02,
p01-ai-manufacturing,EDF-2026-LS-DA-SME-NT,Non-thematic development actions by SMEs,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2026-LS-DA-SME-NT,
p01-ai-manufacturing,HORIZON-CL2-2026-01-TRANSFO-05,"Contribution of basic skills to productivity, innovation, competitiveness and economic growth",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL2-2026-01-TRANSFO-05,
p01-ai-manufacturing,HORIZON-EURATOM-LS-2026-01-01,Safety of operating nuclear power plants and research reactors,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EURATOM-LS-2026-01-01,
p01-ai-manufacturing,CREA-MEDIA-2024-INNOVBUSMOD,Innovative tools and business models,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/CREA-MEDIA-2024-INNOVBUSMOD.json,
p01-ai-manufacturing,HORIZON-EIT-2025-KIC-IBA-UM,EITURBANMOBILITY Business Plan 2026,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/48939761,
p01-ai-manufacturing,HORIZON-EURATOM-2026-01-01,Safety of operating nuclear power plants and research reactors,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EURATOM-2026-01-01,
p01-ai-manufacturing,EDF-EDIP-USI-2026-LS-IRA-MAB,"Missiles, ammunition and bombs",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-USI-2026-LS-IRA-MAB,
p01-ai-manufacturing,HORIZON-CL5-2026-09-D4-01,"Researching the technical, social & economic factors impacting the energy performance of Smart Buildings (Built4People Partnership)",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-09-D4-01,
p01-ai-manufacturing,HORIZON-CL5-2026-10-D6-03,"Generative AI for smarter CCAM: enhancing perception, decision-making, and validation (CCAM Partnership)",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-10-D6-03,
p01-ai-manufacturing,HORIZON-CL2-2026-01-HERITAGE-07,Preventing and fighting illicit trafficking of cultural goods,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL2-2026-01-HERITAGE-07,
p01-ai-manufacturing,HORIZON-CL5-2024-D3-01-12,Energy Management Systems for flexibility services,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2024-D3-01-12.json,
p02-green-energy,HORIZON-CL5-2026-09-D3-03,Innovative technologies and solutions to improve wind energy systems supporting the Strategic Energy Technology (SET) Plan on wind,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-09-D3-03,
p02-green-energy,HORIZON-CL5-2024-D3-01-10,Next generation of renewable energy technologies,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2024-D3-01-10.json,
p02-green-energy,LIFE-2026-CET-DIGITAL,Supporting digitalisation of Distribution System Operators for a smart energy transition (Smart Grid Academy),https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-CET-DIGITAL,
p02-green-energy,HORIZON-CL5-2023-D3-01-15,Supporting the green and digital transformation of the energy ecosystem and enhancing its resilience through the development and piloting of AI-IoT Edge-cloud and platform solutions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/45646643,
p02-green-energy,HORIZON-CL5-2026-09-D4-08,Full-scale demonstration of heat upgrade solutions in industrial processes,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-09-D4-08,
p02-green-energy,CEF-T-2026-SUSTMOBGEN-EMS-WORKS,European Maritime Space and Inland ports (AFIF) - works,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2026-SUSTMOBGEN-EMS-WORKS,
p02-green-energy,HORIZON-CL5-2026-09-D4-03,"Advanced data platforms to integrate whole life carbon in building information tools, assessments, and certification (Built4People Partnership)",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-09-D4-03,
p02-green-energy,HORIZON-CL3-2026-01-INFRA-01,Tools and processes to support stress tests of critical infrastructure,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-INFRA-01,
p02-green-energy,HORIZON-CL3-2026-01-DRS-05,Climate security and civil preparedness – new ways to develop pre- and post-crisis climate-change related scenarios for a more resilient Europe,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-DRS-05,
p02-green-energy,LIFE-2026-CET-INDUSTRY,Supporting the clean energy transition of European industry and businesses,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-CET-INDUSTRY,
p02-green-energy,HORIZON-CID-2026-01-02,R&I in Support of the Clean Industrial Deal: Clean Technologies for Climate Action,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CID-2026-01-02,
p02-green-energy,RENEWFM-2026-INVEST-TECH-SPEC,Renewable energy financing mechanism technology specific,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/RENEWFM-2026-INVEST-TECH-SPEC,
p02-green-energy,LIFE-2026-CET-EMPOWER,Scaling up smart and clean energy solutions for affordability in EU cities,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-CET-EMPOWER,
p02-green-energy,HORIZON-CL5-2024-D3-01-12,Energy Management Systems for flexibility services,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2024-D3-01-12.json,
p02-green-energy,HORIZON-CL6-2026-01-CIRCBIO-08,Supporting pre-normative research for standardization of the bio-based products,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-CIRCBIO-08,
p02-green-energy,HORIZON-MISS-2026-03-OCEAN-04,Towards a European network of ocean technology testing sites,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-03-OCEAN-04,
p02-green-energy,LIFE-2026-CET-PRIVAFIN,Crowding in private finance,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-CET-PRIVAFIN,
p02-green-energy,EDF-2026-DA-ENERENV-HPES-STEP,High-performance energy systems,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2026-DA-ENERENV-HPES-STEP,
p02-green-energy,HORIZON-CL5-2026-09-D4-01,"Researching the technical, social & economic factors impacting the energy performance of Smart Buildings (Built4People Partnership)",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-09-D4-01,
p02-green-energy,PPPA-2026-IRIS2-UT-IND-READINESS,Industrial Readiness for Affordable Ka-band User Terminals,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/PPPA-2026-IRIS2-UT-IND-READINESS,
p03-health-data,HORIZON-HLTH-2026-02-DISEASE-12,European Partnership on Rare Diseases (ERDERA) (Phase 2),https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-HLTH-2026-02-DISEASE-12,
p03-health-data,HORIZON-JU-GH-EDCTP3-2026-03-SERP-01,"Training and innovation networks for sustained capacity development related to ethics, regulatory, pharmacovigilance, and related digital regulatory platforms",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-GH-EDCTP3-2026-03-SERP-01,
p03-health-data,DIGITAL-2026-AI-PILOTING-10-SCREENING,Apply AI: Piloting AI-based image screening in medical centres,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-AI-PILOTING-10-SCREENING,
p03-health-data,DIGITAL-2026-BESTUSE-10-EHDS,Building capacity to deploy the EEHRxF and digital  health services and systems to support the rights of  citizens and reuse of health data under EHDS,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-BESTUSE-10-EHDS,
p03-health-data,HORIZON-MISS-2026-02-CANCER-01,Virtual Human Twin (VHT) Models for Cancer Research,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-02-CANCER-01,
p03-health-data,HORIZON-MISS-2026-02-CANCER-05,Boosting mental health of young cancer survivors through the European Cancer Patient Digital Centre (ECPDC),https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-02-CANCER-05,
p03-health-data,HORIZON-CL3-2026-01-INFRA-01,Tools and processes to support stress tests of critical infrastructure,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-INFRA-01,
p03-health-data,HORIZON-CL2-2026-01-TRANSFO-09,Rethinking long-term care policy in the face of EU demographic shifts,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL2-2026-01-TRANSFO-09,
p03-health-data,DIGITAL-2023-CLOUD-DATA-AI-05-DATATOURISM,Data Space for tourism,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/DIGITAL-2023-CLOUD-DATA-AI-05-DATATOURISM.json,
p03-health-data,DIGITAL-2026-SKILLS-10-DIGITAL-HEALTH-STEP,Advanced Digital Skills for AI Uptake in Health,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-SKILLS-10-DIGITAL-HEALTH-STEP,
p03-health-data,PPPA-2026-BORN-DIGITAL-HERITAGE,Safeguarding Europe’s Born-digital Heritage,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/PPPA-2026-BORN-DIGITAL-HERITAGE,
p03-health-data,EDF-2026-LS-RA-CHALLENGE-DIGIT-AISAP-STEP,"AI-based tactical situational awareness using swarms of small robots and drones – participation in a  technological challenge""",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2026-LS-RA-CHALLENGE-DIGIT-AISAP-STEP,
p03-health-data,HORIZON-JU-GH-EDCTP3-2026-03-DIGIT-02,Enhancing integrated research and healthcare in sub-Saharan Africa through digital innovation and Artificial Intelligence,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-GH-EDCTP3-2026-03-DIGIT-02,
p03-health-data,HORIZON-JU-IHI-2023-05-04,Maximising the potential of synthetic data generation in healthcare applications,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-JU-IHI-2023-05-04.json,
p03-health-data,HORIZON-MISS-2026-05-SOIL-04,Leveraging long-term field experiments and other datasets to develop AI-ready decision support systems for sustainable soil management,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-05-SOIL-04,
p03-health-data,HORIZON-CL2-2026-01-HERITAGE-07,Preventing and fighting illicit trafficking of cultural goods,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL2-2026-01-HERITAGE-07,
p03-health-data,HORIZON-INFRA-2024-EOSC-01-03,Enabling a network of EOSC federated and trustworthy repositories and enhancing the framework of generic and discipline specific services for data and other research digital objects,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/45747793,
p03-health-data,HORIZON-MISS-2026-02-CANCER-03,Pragmatic clinical trials to optimise immunotherapeutic interventions for patients with refractory cancers,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-02-CANCER-03,
p03-health-data,HORIZON-MISS-2026-01-CLIMA-07,Supporting financing of local adaptation actions with combination of public funding and private financing,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-01-CLIMA-07,
p03-health-data,HORIZON-MISS-2026-02-CANCER-06,Development of a research capacity building programme on cancer with and for Ukraine,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-02-CANCER-06,
p04-agritech,EDF-2026-LS-RA-CHALLENGE-DIGIT-AISAP-STEP,"AI-based tactical situational awareness using swarms of small robots and drones – participation in a  technological challenge""",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2026-LS-RA-CHALLENGE-DIGIT-AISAP-STEP,
p04-agritech,HORIZON-MISS-2026-05-SOIL-04,Leveraging long-term field experiments and other datasets to develop AI-ready decision support systems for sustainable soil management,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-05-SOIL-04,
p04-agritech,EDF-2026-LS-RA-CHALLENGE-DIGIT-AISAO,"AI-based tactical situational awareness using swarms of small robots and drones – organisation of a  technological challenge""",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2026-LS-RA-CHALLENGE-DIGIT-AISAO,
p04-agritech,HORIZON-CL6-2026-01-CIRCBIO-07,Advancing the European bio-based innovation enabled by biotechnology and biomanufacturing concepts,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-CIRCBIO-07,
p04-agritech,DT-ICT-09-2020,Boost rural economies through cross-sector digital service platforms,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/4403COMPETITIVE_CALLen,
p04-agritech,EDF-2026-DA-ENERENV-AWC-STEP,Ammunition Waste Collection and Disposal Unmanned Platform,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2026-DA-ENERENV-AWC-STEP,
p04-agritech,HORIZON-MISS-2026-03-OCEAN-05,Regional  (sea-basins) components of the EU Digital Twin Ocean,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-03-OCEAN-05,
p04-agritech,HORIZON-CL2-2026-01-HERITAGE-07,Preventing and fighting illicit trafficking of cultural goods,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL2-2026-01-HERITAGE-07,
p04-agritech,HORIZON-CL6-2022-FARM2FORK-02-04-two-stage,"Smart solutions for the use of digital technologies for small- and medium-sized, farms and farm structures",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/44095153,
p04-agritech,HORIZON-CL3-2026-01-INFRA-01,Tools and processes to support stress tests of critical infrastructure,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-INFRA-01,
p04-agritech,HORIZON-MISS-2026-05-SOIL-03,Enabling user-centred and open innovation initiatives to enhance soil health in Ukraine,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-05-SOIL-03,
p04-agritech,EDF-2026-RA-AIR-A4R,Autonomous and automatic air-to-air refuelling,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2026-RA-AIR-A4R,
p04-agritech,HORIZON-CL2-2026-01-TRANSFO-05,"Contribution of basic skills to productivity, innovation, competitiveness and economic growth",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL2-2026-01-TRANSFO-05,
